dashboard.image_magick_warning,"サーバが大きな画像のサムネイルを作成する設定になっていますが、ImageMagick がインストールされていません。お好きなパッケージマネージャを使って ImageMagick をインストールするか、<a href=""http://www.imagemagick.org/script/binary-releases.php"" target=""_blank"">最新のリリースをダウンロードしてください</a>。"
dashboard.memory_warning,現在サーバが 1GB 未満の総メモリで起動しています。推奨メモリサイズは 1GB 以上です。
dashboard.notification_email_warning,notification_email 設定が空欄です。<a href='/admin/site_settings'>サイトの設定</a>にて正しい値を設定してください。
dashboard.queue_size_warning,キューに入っているジョブの数が多すぎます (%{queue_size})。Sidekiq プロセスに問題があるか、Sidekiq ワーカを追加する必要がある可能性があります。
dashboard.rails_env_warning,サーバは %{env} モードで起動中です。
dashboard.ruby_version_warning,現在起動中の Ruby 2.0.0 にはいくつか問題があります。パッチレベル p247 以降にアップグレードしてください。
dashboard.s3_backup_config_warning,"***TO BE TRANSLATED***The server is configured to upload backups to s3, but at least one the following setting is not set: s3_access_key_id, s3_secret_access_key or s3_backup_bucket. Go to <a href=""/admin/site_settings"">the Site Settings</a> and update the settings. <a href=""http://meta.discourse.org/t/how-to-set-up-image-uploads-to-s3/7229"" target=""_blank"">See ""How to set up image uploads to S3?"" to learn more</a>."
dashboard.s3_config_warning,"サーバが S3 にファイルをアップロードするように設定されていますが、次のうち少なくとも1つが設定されていません: s3_access_key_id, s3_secret_access_key or s3_upload_bucket。<a href=""/admin/site_settings"">サイトの設定</a> にて設定を更新してください。<a href=""http://meta.discourse.org/t/how-to-set-up-image-uploads-to-s3/7229"" target=""_blank"">詳しくは ""How to set up image uploads to S3?"" を参考にしてください</a>。"
dashboard.sidekiq_warning,"Sidekiq が起動していません。メール送信等、多くのタスクが sidekiq により非同期に実行されます。少なくとも sidekiq のプロセスを1つは起動してください。<a href=""https://github.com/mperham/sidekiq"" target=""_blank"">Sidekiq についてはこちらを参考にしてください</a>。"
dashboard.site_contact_username_warning,site_contact_username 設定が空欄です。<a href='/admin/site_settings'>サイトの設定</a>にてシステムメッセージの送信者となる管理者のユーザ名を設定してください。
dashboard.site_description_missing,サイトの site_description 設定が空欄になっています。<a href='/admin/site_settings'>サイトの設定</a>においてこのフォーラムに関する簡単な説明文を追加してください。
dashboard.title_nag,サイトのタイトルがデフォルトのままになっています。<a href='/admin/site_settings'>サイトの設定</a>において正しいサイトのタイトルを設定してください。
dashboard.twitter_config_warning,"サーバが Twitter アカウントによるサインアップ・ログイン可能な設定 (enable_twitter_logins) になっていますが、key と secret が設定されていません。<a href=""/admin/site_settings"">サイトの設定</a> にて設定を更新してください。<a href=""https://github.com/discourse/discourse/wiki/The-Discourse-Admin-Quick-Start-Guide#enable-twitter-logins"" target=""_blank"">詳しくはこちらを参考にしてください</a>。"
dates.long_date,"MMMM D, YYYY h:mma"
dates.short_date,"MMM D, YYYY"
dates.short_date_no_year,MMM D
datetime.distance_in_words.about_x_hours.one,1h
datetime.distance_in_words.about_x_hours.other,%{count} 時間
datetime.distance_in_words.about_x_months.one,1mon
datetime.distance_in_words.about_x_months.other,%{count} ヶ月
datetime.distance_in_words.about_x_years.one,1y
datetime.distance_in_words.about_x_years.other,%{count} 年
datetime.distance_in_words.almost_x_years.one,1y
datetime.distance_in_words.almost_x_years.other,%{count} 年
datetime.distance_in_words.half_a_minute,< 1m
datetime.distance_in_words.less_than_x_minutes.one,< 1m
datetime.distance_in_words.less_than_x_minutes.other,< %{count} 分
datetime.distance_in_words.less_than_x_seconds.one,< 1s
datetime.distance_in_words.less_than_x_seconds.other,< %{count} 秒
datetime.distance_in_words.over_x_years.one,> 1y
datetime.distance_in_words.over_x_years.other,> %{count} 年
datetime.distance_in_words.x_days.one,1d
datetime.distance_in_words.x_days.other,%{count} 日
datetime.distance_in_words.x_minutes.one,1m
datetime.distance_in_words.x_minutes.other,%{count} 分
datetime.distance_in_words.x_months.one,1mon
datetime.distance_in_words.x_months.other,%{count} ヶ月
datetime.distance_in_words.x_seconds.one,1s
datetime.distance_in_words.x_seconds.other,%{count} 秒
datetime.distance_in_words_verbose.about_x_hours.one,1時間前
datetime.distance_in_words_verbose.about_x_hours.other,%{count} 時間前
datetime.distance_in_words_verbose.about_x_months.one,約1ヶ月前
datetime.distance_in_words_verbose.about_x_months.other,約 %{count} ヶ月前
datetime.distance_in_words_verbose.about_x_years.one,約1年前
datetime.distance_in_words_verbose.about_x_years.other,約 %{count} 年前
datetime.distance_in_words_verbose.almost_x_years.one,ほぼ1年前
datetime.distance_in_words_verbose.almost_x_years.other,だいたい %{count} 年前
datetime.distance_in_words_verbose.half_a_minute,たった今
datetime.distance_in_words_verbose.less_than_x_minutes.one,1分未満前
datetime.distance_in_words_verbose.less_than_x_minutes.other,%{count} 分未満
datetime.distance_in_words_verbose.less_than_x_seconds.one,たった今
datetime.distance_in_words_verbose.less_than_x_seconds.other,現在
datetime.distance_in_words_verbose.over_x_years.one,1年以上前
datetime.distance_in_words_verbose.over_x_years.other,%{count} 年以上前
datetime.distance_in_words_verbose.x_days.one,1日前
datetime.distance_in_words_verbose.x_days.other,%{count} 日前
datetime.distance_in_words_verbose.x_minutes.one,1分前
datetime.distance_in_words_verbose.x_minutes.other,%{count} 分前
datetime.distance_in_words_verbose.x_months.one,1ヶ月前
datetime.distance_in_words_verbose.x_months.other,%{count} ヶ月前
datetime.distance_in_words_verbose.x_seconds.one,1秒前
datetime.distance_in_words_verbose.x_seconds.other,%{count} 秒前
deleted,deleted
discourse_hub.access_token_problem,管理者に通知: サイト設定を更新して正しい discourse_org_access_key を設定してください。
education.avatar,"### アカウント用の画像を用意してみては?

コミュニティへの貢献ありがとうございます。アバターがデフォルトのままのようですが、**[ユーザプロファイル](%{profile_path})** にてアバター画像をアップロードしてみてはいかがでしょう?

ユニークなアバターは、コミュニティにおける議論の活性化にもつながりますので、ぜひご検討ください!
"
education.dominating_topic,"### 他のユーザも議論に参加させてあげましょう

このトピックはあなたにとても重要なもののようですね &ndash; ここの回答のうち %{percent}% 以上があなたによってなされています。

他のユーザが回答するために十分な時間的猶予を与えているか、ちょっと振り返ってみませんか?
"
education.new-reply,"%{site_name} へようこそ &mdash; **コミュニティへの貢献ありがとうございます!**

- あなたの回答は議論に何らかの形で貢献していますか?

- コミュニティメンバー同士のやりとりは礼儀正しく、マナーを保ちましょう。

- 建設的な批判は歓迎します。ただし批判は「人」に対してではなく「アイデア」に対して行いましょう。

このパネルは最初の %{education_posts_text} のみに表示されます。
"
education.new-topic,"%{site_name} へようこそ &mdash; **新たなトピックの作成ありがとうございます!**

- タイトルはトピックの内容を正しく説明していますか? 他の人にとって興味深いタイトルになっていますか?

- このトピックは何をカバーするものですか? このトピックに興味を示しそうなのは誰でしょう? なぜこのトピックは重要なのでしょうか? コミュニティよりどのような回答を期待していますか?

- トピックに適切な検索用ワードを含めると、他の人がトピックを *発見* しやすくなります。適切なカテゴリを選択すると、他の関連トピックとのグルーピングができます。

このパネルは最初の %{education_posts_text} のみに表示されます。
"
education.reviving_old_topic,"***TO BE TRANSLATED***### Revive this topic?

The last reply to this topic is now over %{days} days old. Your reply will bump the topic to the top of its list and notify anyone previously involved in the conversation.

Are you sure you want to continue this old conversation?
"
education.sequential_replies,"### 一度に複数のポストに回答する

トピックに数多くの回答を投稿する代わりに、以前のポストへの @name 参照や引用などを活用して回答を一つのポストにまとめられないか検討してください。

細かい回答を数多く投稿するより、掘り下げた内容をカバーした数少ない回答を投稿した方がトピックの議論を追いやすくなります。
"
education.too_many_replies,"***TO BE TRANSLATED***### You have reached the reply limit for this topic

We're sorry, but new users are temporarily limited to %{newuser_max_replies_per_topic} replies in the same topic.

Instead of adding another reply, please consider editing your previous replies, or visiting other topics.
"
education.until_posts.one,post
education.until_posts.other,%{count} posts
email_log.already_read,***TO BE TRANSLATED***user has already read this post
email_log.body_blank,***TO BE TRANSLATED***body is blank
email_log.message_blank,***TO BE TRANSLATED***message is blank
email_log.message_to_blank,***TO BE TRANSLATED***message.to is blank
email_log.no_user,***TO BE TRANSLATED***Can't find user with id %{user_id}
email_log.notification_already_read,***TO BE TRANSLATED***The notification this email is about has already been read
email_log.post_deleted,***TO BE TRANSLATED***post was deleted by the author
email_log.post_not_found,***TO BE TRANSLATED***Can't find a post with id %{post_id}
email_log.seen_recently,***TO BE TRANSLATED***User was seen recently
email_log.suspended_not_pm,***TO BE TRANSLATED***User is supsended and email is not a private message
email_log.text_part_body_blank,***TO BE TRANSLATED***text_part.body is blank
email_log.topic_nil,***TO BE TRANSLATED***post.topic is nil
email_log.user_suspended,***TO BE TRANSLATED***user was suspended
embed.continue,***TO BE TRANSLATED***Continue the Discussion
embed.imported_from,***TO BE TRANSLATED***This is a companion discussion topic for the original entry at %{link}
embed.in_reply_to,***TO BE TRANSLATED***reply to %{username}
embed.loading,***TO BE TRANSLATED***Loading Discussion...
embed.more_replies.one,***TO BE TRANSLATED***1 more reply
embed.more_replies.other,***TO BE TRANSLATED***%{count} more replies
embed.permalink,***TO BE TRANSLATED***Permalink
embed.replies.one,***TO BE TRANSLATED***1 reply
embed.replies.other,***TO BE TRANSLATED***%{count} replies
embed.start_discussion,***TO BE TRANSLATED***Begin the Discussion
errors.embed.load_from_remote,***TO BE TRANSLATED***There was an error loading that post.
flag_reason.sockpuppet,新規ユーザがトピックを作成し、同じ IP アドレスより別の新規ユーザが回答を投稿しました。サイトの flag_sockpuppets 設定を確認してください。
flag_reason.spam_hosts,このユーザは同一ドメインへのリンクを含むポストを複数作成しようとしました。サイトの newuser_spam_host_threshold 設定を確認してください。
flag_reasons.inappropriate,"***TO BE TRANSLATED***Your post was flagged as **inappropriate**: the community thinks it is offensive, abusive, or a violation of [the community guidelines](/faq)."
flag_reasons.off_topic,"***TO BE TRANSLATED***Your post was flagged as **off-topic**: the community thinks it does not fit into the topic, as currently defined by the title and the first post."
flag_reasons.spam,"***TO BE TRANSLATED***Your post was flagged as **spam**: the community thinks it is an advertisement, not useful or relevant to the topic, but promotional in nature."
flagging.user_must_edit,<p>フラグのたった内容は一時的に非表示になります。</p>
flagging.you_must_edit,<p>あなたのポストにフラグがたちました。プライベートメッセージを確認してください。</p>
flags_reminder.flags_were_submitted.one,***TO BE TRANSLATED***There are flags that were submitted over 1 hour ago.
flags_reminder.flags_were_submitted.other,***TO BE TRANSLATED***There are flags that were submitted over %{count} hours ago.
flags_reminder.how_to_disable,***TO BE TRANSLATED***Disable this email by changing the notify_about_flags_after setting to 0.
flags_reminder.please_review,***TO BE TRANSLATED***Please review them.
flags_reminder.post_number,***TO BE TRANSLATED***post
flags_reminder.subject_template.one,***TO BE TRANSLATED***1 flag is waiting to be handled
flags_reminder.subject_template.other,***TO BE TRANSLATED***%{count} flags are waiting to be handled
frequent_poster,Frequent Poster
groups.default_names.admins,管理者
groups.default_names.moderators,モデレータ
groups.default_names.staff,スタッフ
groups.default_names.trust_level_1,trust_level_1
groups.default_names.trust_level_2,trust_level_2
groups.default_names.trust_level_3,trust_level_3
groups.default_names.trust_level_4,trust_level_4
groups.default_names.trust_level_5,trust_level_5
groups.errors.can_not_modify_automatic,自動作成グループの変更はできません
has_already_been_used,は既に使用中です
invalid_characters,は不正なキャラクターを含んでいます
invite_forum_mailer.subject_template,[%{site_name}] %{invitee_name} が %{site_name} にあたなを招待しています
invite_forum_mailer.text_body_template,"%{invitee_name} が %{site_name} にあなたを招待しています。

もしよろしければ、以下のリンクをクリックして参加してください:

[Visit %{site_name}][1]

もしトラステッドユーザより招待された場合は、ログインすることなくすぐに参加することができます。

[1]: %{invite_link}
"
invite_mailer.subject_template,[%{site_name}] %{invitee_name} が %{site_name} のディスカッションにあなたを招待しています
invite_mailer.text_body_template,"%{invitee_name} が %{site_name} の ""%{topic_title}"" トピックにあなたを招待しています。

もしよろしければ、以下のリンクよりディスカッションをご確認ください:

[Visit %{site_name}][1]

もしトラステッドユーザより招待された場合は、ログインすることなくすぐに回答を投稿することができます。

[1]: %{invite_link}
"
is_invalid,は不正です。もう少し説明を追加してください
is_reserved,is reserved
just_posted_that,はあなたが最近投稿したポストと内容がほぼ一緒です
loading,読み込み中
log_in,***TO BE TRANSLATED***Sign In
login.activate_email,<b>%{email}</b> にメールを送りました。メールの指示に従ってあなたのアカウントを有効にしてください。
login.active,アカウントが利用可能になりました。
login.errors,%{errors}
login.incorrect_username_email_or_password,ユーザネーム、メールアドレス、またはパスワードが違います
login.not_activated,まだログインできません。メールを送信済ですので、メールの指示に従ってあなたのアカウントを有効にしてください。
login.not_approved,あなたのアカウントはまだ承認されていません。ログイン可能になった際にメールで通知いたします。
login.not_available,利用できません。%{suggestion} を試してみては?
login.omniauth_error,あなたの %{strategy} アカウントの認可に失敗しました。アカウントの認可を許可したか確認してください。
login.omniauth_error_unknown,ログインに失敗しました。もう一度試してください。
login.something_already_taken,エラーが発生しました。ユーザ名またはメールアドレスが既に使用中の可能性があります。パスワードリセットを行ってください。
login.suspended,%{date} までログインできません。
login.suspended_with_reason,%{date} までログインできません。アカウントがサスペンドされた理由は次の通りです: %{reason}
login.wait_approval,サインアップありがとうござました。アカウントが承認され次第メールにて通知いたします。
login_required.welcome_message,"#[%{title}へようこそ](#welcome)
このフォーラムの%{title}を見るにはアカウントが必要です。アカウントを作成するかログインしてください。
"
meta_category_description,"***TO BE TRANSLATED***Discussion about this forum, its organization, how it works, and how we can improve it."
meta_category_name,***TO BE TRANSLATED***Meta
most_posts,Most Posts
most_recent_poster,Most Recent Poster
move_posts.existing_topic_moderator_post.one,ポストを既存のトピックに移動しました: %{topic_link}
move_posts.existing_topic_moderator_post.other,ポスト%{count}個を既存のトピックに移動しました: %{topic_link}
move_posts.new_topic_moderator_post.one,ポストを新しいトピックに移動しました: %{topic_link}
move_posts.new_topic_moderator_post.other,ポスト%{count}個を新しいトピックに移動しました: %{topic_link}
new_version_mailer.subject_template,[%{site_name}] アップデートがあります
new_version_mailer.text_body_template,"新しいバージョンの Discourse が利用可能です。

**新しいバージョン: %{new_version}**

現在のバージョン: %{installed_version}

最新のバグフィックスや新機能を適用するために、早めのアップグレードを検討してください。
"
new_version_mailer_with_notes.subject_template,***TO BE TRANSLATED***[%{site_name}] update available
new_version_mailer_with_notes.text_body_template,"***TO BE TRANSLATED***A new version of Discourse is available:

Your version: %{installed_version}
New version: **%{new_version}**

- See what's new in the [GitHub changelog](https://github.com/discourse/discourse/commits/master).

- Upgrade by visiting [%{base_url}/admin/docker](%{base_url}/admin/docker), refreshing the page a few times, and pressing the ""Upgrade Discourse"" button.

- Visit http://meta.discourse.org for news, discussion, and support for Discourse.

### Release notes

%{notes}
"
next_page,次のページ →
not_logged_in,***TO BE TRANSLATED***You need to be logged in to do that.
notification_types.edited,%{link} で %{display_username} があなたのポストを編集しました
notification_types.granted_badge,***TO BE TRANSLATED***You were granted %{link}
notification_types.invited_to_private_message,%{display_username} がプライベートメッセージにあなたを招待しました: %{link}
notification_types.invitee_accepted,%{display_username} があなたの招待を受けました
notification_types.liked,%{link} で %{display_username} があなたのポストを「いいね！」しました
notification_types.linked,***TO BE TRANSLATED***%{display_username} linked you in %{link}
notification_types.mentioned,%{link} で %{display_username} があなたをメンションしました
notification_types.moved_post,%{display_username} があなたのポストを %{link} に移動しました
notification_types.posted,%{link} に %{display_username} がポストを投稿しました
notification_types.private_message,%{display_username} があなたにプラベートメッセージを送信しました: %{link}
notification_types.quoted,%{link} で %{display_username} があなたのポストを引用しました
notification_types.replied,%{link} で %{display_username} があなたのポストに回答しました
num_participants,参加者:
num_posts,ポスト:
original_poster,Original Poster
page_not_found.popular_topics,人気のトピック
page_not_found.recent_topics,最近のトピック
page_not_found.search_google,Google で検索
page_not_found.search_title,このトピックを検索
page_not_found.see_more,もっと読む
page_not_found.title,リクエストしたページは存在しないかモデレータによって削除されました。
page_num,***TO BE TRANSLATED***Page %{num}
password_reset.choose,***TO BE TRANSLATED***Please choose a password
password_reset.choose_new,新しいパスワードを選択してください
password_reset.continue,%{site_name} に進む
password_reset.no_token,申し訳ありませんがトークンの有効期限が切れました。パスワードをリセットを再度試みてください。
password_reset.save,***TO BE TRANSLATED***Set Password
password_reset.success,パスワードは無事更新され、ログインに成功しました。
password_reset.success_unapproved,パスワードは無事更新されました。
password_reset.title,パスワードリセット
password_reset.update,パスワード更新
post_action_types.bookmark.description,このポストをブックマークする
post_action_types.bookmark.long_form,このポストをブックマーク
post_action_types.bookmark.title,ブックマーク
post_action_types.inappropriate.description,このポストは、一般的に見て攻撃的、罵倒的、ヘイトスピーチ的な内容を含んでいる。
post_action_types.inappropriate.long_form,不適切フラグをたてる
post_action_types.inappropriate.title,不適切
post_action_types.like.description,このポストを「いいね！」する
post_action_types.like.long_form,「いいね！」する
post_action_types.like.title,いいね！
post_action_types.notify_moderators.description,"このポストは、<a href=""%{tos_url}"">TOS の規定</a>もしくはその他の理由によりモデレータによる確認を要する。"
post_action_types.notify_moderators.email_body,"%{link}

%{message}"
post_action_types.notify_moderators.email_title,"""%{title}"" のポストに関するモデレータ確認依頼"
post_action_types.notify_moderators.long_form,モデレータに通知
post_action_types.notify_moderators.title,モデレータに通知
post_action_types.notify_user.description,このポストは、このユーザに個人的に直接確認したい内容を含んでいる。
post_action_types.notify_user.email_body,"%{link}

%{message}"
post_action_types.notify_user.email_title,"""%{title}"" のあなたのポストについて"
post_action_types.notify_user.long_form,ユーザに通知
post_action_types.notify_user.title,{{username}} に通知
post_action_types.off_topic.description,このポストは現在の議論から著しく外れており、別トピックに移動すべきである。
post_action_types.off_topic.long_form,オフトピックフラグをたてる
post_action_types.off_topic.title,オフトピック
post_action_types.spam.description,このポストは宣伝であり、現在の議論に一切貢献していない。
post_action_types.spam.long_form,スパムフラグをたてる
post_action_types.spam.title,スパム
post_action_types.vote.description,このポストに投票する
post_action_types.vote.long_form,このポストに投票
post_action_types.vote.title,投票
posts,ポスト
powered_by_html,"Powered by <a href=""http://www.discourse.org"">Discourse</a>, best viewed with JavaScript enabled"
prev_page,***TO BE TRANSLATED***← previous page
private_message_abbrev,PM
rate_limiter.hours.one,1時間
rate_limiter.hours.other,%{count} 時間
rate_limiter.minutes.one,1分
rate_limiter.minutes.other,%{count} 分
rate_limiter.seconds.one,1秒
rate_limiter.seconds.other,%{count} 秒
rate_limiter.too_many_requests,このアクションを一日の間に実施可能な回数が決まっています。%{time_left}待ってから再度試してください。
read_full_topic,Read full topic
read_only_mode_enabled,***TO BE TRANSLATED***The site is in read only mode. Interactions are disabled.
redirected_to_top_reasons.new_user,"***TO BE TRANSLATED***Welcome! As a new visitor, this will be your homepage until you've had time to look around. Here's some of the most popular topics from the past."
redirected_to_top_reasons.not_seen_in_a_month,***TO BE TRANSLATED***Welcome back! We haven't seen you in a while. These are the top discussion topics since you've been away.
reports.bookmarks.title,ブックマーク
reports.bookmarks.xaxis,日
reports.bookmarks.yaxis,新規ブックマーク数
reports.emails.title,送信メール
reports.emails.xaxis,日
reports.emails.yaxis,メールの数
reports.flags.title,フラグ
reports.flags.xaxis,日
reports.flags.yaxis,フラグの数
reports.likes.title,いいね
reports.likes.xaxis,日
reports.likes.yaxis,新規「いいね!」数
reports.moderator_warning_private_messages.title,モデレータ警告
reports.moderator_warning_private_messages.xaxis,日
reports.moderator_warning_private_messages.yaxis,プライベートメッセージの数
reports.notify_moderators_private_messages.title,モデレータ通知
reports.notify_moderators_private_messages.xaxis,日
reports.notify_moderators_private_messages.yaxis,プライベートメッセージの数
reports.notify_user_private_messages.title,ユーザ通知
reports.notify_user_private_messages.xaxis,日
reports.notify_user_private_messages.yaxis,プライベートメッセージの数
reports.posts.title,ポスト
reports.posts.xaxis,日
reports.posts.yaxis,新規ポスト数
reports.signups.title,ユーザ
reports.signups.xaxis,日
reports.signups.yaxis,新規ユーザ数
reports.starred.title,***TO BE TRANSLATED***Starred
reports.starred.xaxis,***TO BE TRANSLATED***Day
reports.starred.yaxis,***TO BE TRANSLATED***Number of new starred topics
reports.system_private_messages.title,システム
reports.system_private_messages.xaxis,日
reports.system_private_messages.yaxis,プライベートメッセージの数
reports.top_referred_topics.num_clicks,クリック
